date,load_mw,wind_generation_mw,solar_generation_mw,renewable_total_mw,shortfall_mw,irradiance_wm2,wind_speed_10m_ms,temperature_2m_c
2015-03-26,59750.625,5011.25,1604.6666666666667,6615.916666666667,53134.708333333336,865.852692008365,7.774770103864776,22.783423240346107
2015-03-27,58979.791666666664,9137.291666666666,3176.7916666666665,12314.083333333334,46665.708333333336,863.2667537874648,8.786091497176916,23.141228308442503
2015-03-28,49739.708333333336,8940.958333333334,4809.125,13750.083333333334,35989.625,858.7660411525693,8.313102193605907,23.48405416289934
2015-03-29,46478.25,21303.0,1577.7916666666667,22880.791666666668,23597.458333333332,869.3784854836172,8.11058725706174,23.191176211881103
2015-03-30,59897.958333333336,21381.041666666668,3766.6666666666665,25147.708333333332,34750.25,869.7465455207108,8.249719659946022,23.645594626357532
2015-03-31,61701.583333333336,26028.041666666668,2892.375,28920.416666666668,32781.166666666664,860.4260986435837,7.601853416504873,23.34379294680275
2015-04-01,61027.916666666664,23793.958333333332,4113.041666666667,27907.0,33120.916666666664,871.2956597453093,8.071450814163514,22.989911012088708
2015-04-02,58999.291666666664,17437.625,3403.7083333333335,20841.333333333332,38157.958333333336,870.8115579638473,7.350751546953905,22.771304100180092
2015-04-03,45561.583333333336,6726.916666666667,5843.041666666667,12569.958333333334,32991.625,866.188445999174,8.159440379741653,22.852529611726272
2015-04-04,45203.083333333336,3694.25,4035.2916666666665,7729.541666666667,37473.541666666664,869.6538792493017,7.954901933266123,23.903539532772864
2015-04-05,41196.916666666664,3014.0416666666665,6307.916666666667,9321.958333333334,31874.958333333332,854.8081111674256,7.689768171329,23.0896733524575
2015-04-06,42574.833333333336,3205.875,4648.666666666667,7854.541666666667,34720.291666666664,878.3945043483985,8.113125214946583,23.357279724377644
2015-04-07,57432.333333333336,6493.291666666667,6658.0,13151.291666666666,44281.041666666664,887.5467622982787,7.704114682859649,23.205271469906638
2015-04-08,57749.583333333336,3282.5833333333335,5242.625,8525.208333333334,49224.375,868.9222942424763,8.575917820210664,22.540894239115136
2015-04-09,56673.291666666664,1029.2083333333333,7310.291666666667,8339.5,48333.791666666664,858.6887429832304,7.818939829976064,23.195278592116846
2015-04-10,55366.75,1869.6666666666667,7530.75,9400.416666666666,45966.333333333336,840.2617884028091,7.65966065695974,22.55947346558887
2015-04-11,47826.041666666664,14658.208333333334,4702.0,19360.208333333332,28465.833333333332,871.7187888411817,7.962438569030414,23.204760463002675
2015-04-12,43614.166666666664,12513.833333333334,6630.458333333333,19144.291666666668,24469.875,866.1566584171404,7.741393012316403,22.849590877537864
2015-04-13,56920.375,13949.875,6039.875,19989.75,36930.625,870.6712621227052,8.375887701772418,23.07022743732847
2015-04-14,57885.291666666664,9036.75,7008.041666666667,16044.791666666666,41840.5,862.0001783134926,8.416800940977193,22.524570219173025
2015-04-15,57924.5,12105.416666666666,8073.708333333333,20179.125,37745.375,859.929955874003,8.081700048329237,22.83279328765015
2015-04-16,56817.458333333336,5714.375,6138.416666666667,11852.791666666666,44964.666666666664,871.3074824240219,7.339880778937046,22.61761503559674
2015-04-17,55240.083333333336,6319.166666666667,4347.083333333333,10666.25,44573.833333333336,851.0003736032364,8.324382130539657,23.360427022912727
2015-04-18,46508.958333333336,3532.3333333333335,7078.333333333333,10610.666666666666,35898.291666666664,867.4686366747495,7.75977992185454,22.174208401378788
2015-04-19,42354.458333333336,2129.125,8286.791666666666,10415.916666666666,31938.541666666668,844.3629889170412,7.65703377160736,23.13868626935253
2015-04-20,54791.166666666664,4724.166666666667,8562.333333333334,13286.5,41504.666666666664,880.0641299625536,8.135020687600443,22.79005939851815
2015-04-21,56170.375,9501.541666666666,8624.583333333334,18126.125,38044.25,846.1790169389711,7.776574078303633,22.632472932252114
2015-04-22,56093.666666666664,4406.5,6670.583333333333,11077.083333333334,45016.583333333336,843.3257474311653,8.018291601864766,22.216076872651417
2015-04-23,55682.75,2167.5416666666665,7330.625,9498.166666666666,46184.583333333336,873.5913052266983,7.8886219136489695,22.682914569523493
2015-04-24,55142.583333333336,2462.1666666666665,8315.333333333334,10777.5,44365.083333333336,862.6628279542615,7.958268335711911,22.294957969313206
2015-04-25,46910.875,6261.208333333333,3935.0,10196.208333333334,36714.666666666664,852.2946674082133,7.6989968422417006,21.817770801650408
2015-04-26,42792.041666666664,2797.4166666666665,5367.333333333333,8164.75,34627.291666666664,833.4223335522412,7.574547550471313,22.11815964874292
2015-04-27,56599.041666666664,5575.333333333333,4808.041666666667,10383.375,46215.666666666664,831.6247997248892,7.118336901398833,21.878158120652458
2015-04-28,57083.75,5582.625,4448.166666666667,10030.791666666666,47052.958333333336,849.2059989432297,7.826253156272024,21.3899182627641
2015-04-29,56890.208333333336,6387.0,7863.333333333333,14250.333333333334,42639.875,839.4418357192561,8.007155725214899,21.87637326405543
2015-04-30,55851.916666666664,6278.583333333333,5484.291666666667,11762.875,44089.041666666664,823.8695576004476,7.713939640101283,22.61401227348165
2015-05-01,42220.166666666664,2659.875,4303.333333333333,6963.208333333333,35256.958333333336,827.833828781011,8.016116663804505,20.83161418237409
2015-05-02,44146.916666666664,1680.0833333333333,5983.166666666667,7663.25,36483.666666666664,846.2877862912202,7.944472914709471,22.164370948315423
2015-05-03,43372.333333333336,9575.208333333334,3691.5,13266.708333333334,30105.625,829.001518833731,7.220626214641317,21.77791801554479
2015-05-04,55783.583333333336,8239.416666666666,5766.916666666667,14006.333333333334,41777.25,829.4602329208323,7.461014493987253,22.020939802582177
2015-05-05,57653.791666666664,15856.625,4467.333333333333,20323.958333333332,37329.833333333336,825.7590507409731,7.539289728623584,21.887778671082142
2015-05-06,56907.958333333336,12739.708333333334,6053.958333333333,18793.666666666668,38114.291666666664,811.4159571113278,7.408030810490512,21.59276654627868
2015-05-07,56996.625,10853.791666666666,6789.833333333333,17643.625,39353.0,812.786995015978,7.503916982637297,21.47183404847095
2015-05-08,55303.333333333336,2189.2083333333335,7338.666666666667,9527.875,45775.458333333336,816.2853088852671,7.5306596284038045,21.164256317353505
2015-05-09,47138.708333333336,12083.791666666666,4736.708333333333,16820.5,30318.208333333332,822.0893452271353,7.6282843565500285,21.308975213800924
2015-05-10,42847.208333333336,10030.0,7558.458333333333,17588.458333333332,25258.75,814.9972377201931,7.013889633274014,21.46308013069603
2015-05-11,56202.333333333336,6903.083333333333,7876.708333333333,14779.791666666666,41422.541666666664,807.1986919615291,7.271352898882654,21.001359135266174
2015-05-12,57087.625,11673.458333333334,6717.5,18390.958333333332,38696.666666666664,784.9501369467333,7.824410806137035,20.96408971225172
2015-05-13,55987.958333333336,9323.416666666666,7396.208333333333,16719.625,39268.333333333336,810.383996322662,7.188234758420312,20.81981675809404
2015-05-14,43062.833333333336,3235.0416666666665,6059.041666666667,9294.083333333334,33768.75,804.8486588278524,6.639330516040303,20.57798318110578
2015-05-15,49223.916666666664,2297.1666666666665,6077.833333333333,8375.0,40848.916666666664,799.9682079152313,7.428825929595427,20.548276587945992
2015-05-16,45786.875,8050.416666666667,5757.5,13807.916666666666,31978.958333333332,809.4036862798199,7.2784810410391065,19.607143743042887
2015-05-17,42541.958333333336,9496.625,6228.25,15724.875,26817.083333333332,796.5821080287216,6.7020995131620005,20.372658175594946
2015-05-18,55431.166666666664,6540.125,7587.375,14127.5,41303.666666666664,798.3673613191335,6.78657447181921,20.45073569112661
2015-05-19,57373.041666666664,10050.458333333334,5212.5,15262.958333333334,42110.083333333336,788.883063829509,6.738596849844932,20.00458307247658
2015-05-20,56382.916666666664,3866.875,4395.541666666667,8262.416666666666,48120.5,785.8915946380112,6.540816963908674,19.9541276775355
2015-05-21,56365.458333333336,2885.4583333333335,5846.666666666667,8732.125,47633.333333333336,781.8611684571879,6.734654821573426,19.59920582371041
2015-05-22,55123.625,1725.5,7374.708333333333,9100.208333333334,46023.416666666664,781.0040312057399,7.074376150833815,19.187635089296418
2015-05-23,45829.458333333336,2952.0833333333335,4991.5,7943.583333333333,37885.875,786.7542671751938,6.896698456707932,19.46190119048259
2015-05-24,39522.958333333336,934.75,5969.458333333333,6904.208333333333,32618.75,768.0394466554908,6.357652240746958,19.038805113216565
2015-05-25,41135.125,3086.5833333333335,4724.791666666667,7811.375,33323.75,766.2972334358109,6.4581916468267915,19.655049908709277
2015-05-26,54505.25,6138.875,4604.0,10742.875,43762.375,759.303901245482,6.970797229185307,18.80675367354929
2015-05-27,55872.666666666664,5220.208333333333,4913.0,10133.208333333334,45739.458333333336,752.3856725624183,6.816386703922195,19.43743637992464
2015-05-28,56443.041666666664,10694.708333333334,6901.875,17596.583333333332,38846.458333333336,771.9940183236832,6.453498324697318,19.016414658035846
2015-05-29,55403.541666666664,6869.458333333333,6149.666666666667,13019.125,42384.416666666664,757.5554447297483,7.078972069689098,18.66452971828284
2015-05-30,47165.833333333336,10618.625,5864.75,16483.375,30682.458333333332,758.5832239424013,7.08000665682128,18.09687942213613
2015-05-31,42770.416666666664,11818.916666666666,6478.083333333333,18297.0,24473.416666666668,749.8169371723197,6.808279222020329,18.160699125972027
2015-06-01,54450.458333333336,6140.75,5502.916666666667,11643.666666666666,42806.791666666664,734.7381253569469,6.3725374001932815,18.768305781909888
2015-06-02,56723.083333333336,19938.041666666668,6431.375,26369.416666666668,30353.666666666668,745.1810125373548,6.585309567306081,18.08733817574337
2015-06-03,55580.833333333336,13180.625,7404.333333333333,20584.958333333332,34995.875,754.4244468146521,6.262743097104913,18.023253080680057
2015-06-04,46910.833333333336,2339.5416666666665,9095.75,11435.291666666666,35475.541666666664,743.8650953532706,6.4731676761749215,17.9906015808507
2015-06-05,51639.208333333336,6547.458333333333,9017.541666666666,15565.0,36074.208333333336,711.4914718426415,6.507314945745031,18.315868499941082
2015-06-06,46505.458333333336,7670.25,7542.083333333333,15212.333333333334,31293.125,723.3122589362953,6.3079493302388805,17.71114322169876
2015-06-07,42364.916666666664,4551.583333333333,7774.583333333333,12326.166666666666,30038.75,700.3134939638095,6.57001546951208,17.09183883494921
2015-06-08,55590.666666666664,6671.041666666667,4959.791666666667,11630.833333333334,43959.833333333336,690.8640218509936,5.771873627110068,17.876897017920914
2015-06-09,57021.791666666664,4450.583333333333,4078.1666666666665,8528.75,48493.041666666664,706.0670422337397,6.14975051224421,16.900835370253056
2015-06-10,57084.375,3529.4583333333335,5974.833333333333,9504.291666666666,47580.083333333336,700.9100723733455,6.108286781478256,16.351428700541625
2015-06-11,56705.208333333336,2448.0416666666665,7179.958333333333,9628.0,47077.208333333336,692.7804763086957,6.292216715048123,15.850825148876213
2015-06-12,56092.916666666664,2350.7916666666665,8325.625,10676.416666666666,45416.5,708.2328522631843,5.821127961238427,16.523262329361984
2015-06-13,47131.666666666664,5991.916666666667,5972.583333333333,11964.5,35167.166666666664,705.2975224742573,5.740500709003182,15.980831742332008
2015-06-14,42472.041666666664,4764.708333333333,6922.833333333333,11687.541666666666,30784.5,686.9461800895405,6.175635838725685,16.70635126864775
2015-06-15,54772.625,4699.0,5545.625,10244.625,44528.0,709.6202356601033,5.581044204973022,16.16635756866811
2015-06-16,55776.583333333336,3763.7916666666665,5746.666666666667,9510.458333333334,46266.125,659.3033788757771,6.220531991799099,15.493590982438363
2015-06-17,56130.125,5318.833333333333,8036.041666666667,13354.875,42775.25,670.7589417812078,5.621739680367848,14.726730959393874
2015-06-18,56725.75,9331.583333333334,3654.6666666666665,12986.25,43739.5,678.7977309064346,5.602884480026855,15.447926748278471
2015-06-19,55839.125,9110.666666666666,4361.0,13471.666666666666,42367.458333333336,662.3151493418012,5.616917580857465,15.88881138690507
2015-06-20,45990.125,5645.166666666667,4482.041666666667,10127.208333333334,35862.916666666664,671.8594922352064,5.546195097548125,15.392759736920665
2015-06-21,42831.25,3336.0416666666665,4484.958333333333,7821.0,35010.25,661.0863930204537,5.546140764286445,14.652667392151564
2015-06-22,55237.791666666664,5106.833333333333,3791.0416666666665,8897.875,46339.916666666664,667.7498332752094,5.584363537179862,14.457639020331785
2015-06-23,56666.416666666664,8632.75,5271.666666666667,13904.416666666666,42762.0,644.184004702992,5.656035605945816,14.605107616721375
2015-06-24,57092.916666666664,7390.458333333333,5534.666666666667,12925.125,44167.791666666664,639.8807896481492,5.4476940262243865,14.816917984443855
2015-06-25,56349.541666666664,1778.5416666666667,7331.625,9110.166666666666,47239.375,622.8346852255218,5.959245023096099,14.303946639647142
2015-06-26,55441.833333333336,1327.75,6579.625,7907.375,47534.458333333336,647.7118883647223,5.244921856783704,14.582495448870764
2015-06-27,46813.208333333336,6948.708333333333,4687.625,11636.333333333334,35176.875,634.9645102306607,5.513663691022092,13.148675197662334
2015-06-28,42364.0,2641.9583333333335,7755.75,10397.708333333334,31966.291666666668,625.6561963290206,5.349259223379708,13.085892393742732
2015-06-29,55131.958333333336,2187.125,7589.583333333333,9776.708333333334,45355.25,612.7696636967615,4.279989531565979,13.846147420948286
2015-06-30,55858.5,1967.7083333333333,8665.916666666666,10633.625,45224.875,628.7600687904209,5.417785532790314,14.27488848614446
2015-07-01,57695.416666666664,6617.625,9076.333333333334,15693.958333333334,42001.458333333336,612.8634536345193,5.079565379753928,12.200354676379318
2015-07-02,59073.333333333336,9116.208333333334,8873.416666666666,17989.625,41083.708333333336,609.3113174049635,5.517565803629154,13.257558440169733
2015-07-03,57886.75,2984.7083333333335,7894.333333333333,10879.041666666666,47007.708333333336,608.4007770011132,5.230341724342458,12.782074205136373
2015-07-04,48894.791666666664,3453.7916666666665,8177.583333333333,11631.375,37263.416666666664,587.4294127545611,4.893654423537197,12.749084383807121
2015-07-05,45020.166666666664,4063.5416666666665,7274.708333333333,11338.25,33681.916666666664,609.1571566605251,4.6544122298011485,12.949564031805542
2015-07-06,57507.666666666664,7220.958333333333,7943.583333333333,15164.541666666666,42343.125,605.3040091476742,5.528820137665058,12.197322119688105
2015-07-07,58576.0,5019.5,7684.833333333333,12704.333333333334,45871.666666666664,584.5181108413566,4.873661753936704,11.689600498559493
2015-07-08,58222.041666666664,17454.375,5299.791666666667,22754.166666666668,35467.875,595.4870886021214,4.830133587938478,11.96225068865782
2015-07-09,57170.625,17446.666666666668,5737.291666666667,23183.958333333332,33986.666666666664,585.3929646476387,4.978390434326971,11.542195711487196
2015-07-10,55307.125,9074.291666666666,8373.666666666666,17447.958333333332,37859.166666666664,584.3935368794665,4.696691013420604,11.973759811113931
2015-07-11,46766.958333333336,2084.1666666666665,8081.291666666667,10165.458333333334,36601.5,588.819100136909,4.273125037418869,11.75045025379359
2015-07-12,43595.083333333336,4869.75,5872.375,10742.125,32852.958333333336,567.2242178549517,4.5843605115066515,11.341682513840297
2015-07-13,56238.291666666664,4690.416666666667,3153.5,7843.916666666667,48394.375,561.1323659009944,3.869029892796828,11.179281245793613
2015-07-14,57481.5,4830.5,4524.375,9354.875,48126.625,565.338958945999,3.9895993492318613,11.242799232665057
2015-07-15,57487.166666666664,2090.2916666666665,6775.875,8866.166666666666,48621.0,556.5781442014201,4.236017789192367,11.201802229698481
2015-07-16,57641.291666666664,1789.9166666666667,7646.416666666667,9436.333333333334,48204.958333333336,569.065022734845,4.232566482784607,11.089920398504853
2015-07-17,57007.25,7812.916666666667,7019.791666666667,14832.708333333334,42174.541666666664,551.2728151116968,3.620193217240852,10.72144932191008
2015-07-18,46939.5,6274.25,6191.583333333333,12465.833333333334,34473.666666666664,542.4586639532898,4.025326789196648,10.087638892991722
2015-07-19,43262.625,6150.083333333333,4532.458333333333,10682.541666666666,32580.083333333332,524.7269892584076,3.521522291718949,9.516932110320692
2015-07-20,55956.416666666664,4856.166666666667,6064.0,10920.166666666666,45036.25,529.555147033286,4.360276208880996,10.028825095123443
2015-07-21,58112.958333333336,8222.458333333334,7195.458333333333,15417.916666666666,42695.041666666664,530.8766961871167,4.103406322014009,9.761974738489661
2015-07-22,58028.416666666664,3628.7916666666665,6899.958333333333,10528.75,47499.666666666664,540.3880177816925,3.4036353751173785,10.351370203119203
2015-07-23,56896.0,3118.3333333333335,5538.75,8657.083333333334,48238.916666666664,519.8054249966937,3.466722008069693,10.069140691931137
2015-07-24,55678.125,4536.625,7049.083333333333,11585.708333333334,44092.416666666664,528.5065787844128,3.545118799346545,8.859256543622124
2015-07-25,48226.75,19249.0,5649.666666666667,24898.666666666668,23328.083333333332,528.9475333766419,3.977391447767863,9.892264716415012
2015-07-26,42721.666666666664,10046.541666666666,7389.5,17436.041666666668,25285.625,516.2494266535266,3.412424043723371,9.459184422072283
